,SMILES,Tanimoto_Similarity,Euclidian_distance
14,CC[S@@](=O)[C@@H]1CCC[C@H](NC(=O)N(Cc2cccs2)C2CC2)C1,0.10501193317422435,0.06635240398740791
15,C[C@@H](c1ccco1)[NH+](Cc1ncc(-c2ccccc2)o1)C1CC1,0.15401540154015403,0.6307180902058059
16,COc1ccc(Cc2nnc(SCC(=O)N3CCC[C@@H](C)C3)o2)cc1,0.13607990012484394,0.12491677419918978
17,O=C(/C=C/c1ccc2c(c1)OCO2)NC[C@@H]1C[NH+]2CCN1CC2,0.1953125,0.06406823831180704
18,COc1ccccc1/C=C/C=C(\C#N)C(=O)Nc1ccc(C(=O)N(C)C)cc1,0.1279683377308707,0.06847636459528175
19,Cc1cccc(NC(=S)N2CC[NH+](C)CC2)c1C,0.1174496644295302,0.2601731337729079
20,CNC(=O)c1cc(NC(=O)N2C[C@H]3CCC[NH+]3C[C@H]2C)ccc1F,0.12873563218390804,0.13853322407679725
21,CCCc1ccc([C@@H]([NH3+])C(OC)OC)cc1,0.11286681715575621,0.13454068348819864
22,[NH3+]C[C@H](c1cc(Cl)cs1)N1CC[C@@H]2CCCC[C@@H]2C1,0.12096774193548387,0.10211423437708377
23,CC(C)CN(CC(C)C)C(=O)NCC(C)(C)N1CCOCC1,0.1351931330472103,0.0737597727549913
24,COc1cc(C(=O)N[C@H]2C[C@H]2c2cccc(Cl)c2)cc(OC)c1OC,0.11814859926918392,0.1798526053943012
25,COCCNC(=O)c1cccc(N2CC[NH2+][C@@H](c3ccccc3)C2)n1,0.11825726141078838,0.34596419789498084
26,Cc1ccc(-c2cc(OCC(=O)[O-])nc(NCc3ccc4c(c3)OCO4)n2)cc1,0.094662638469285,0.13797396817547639
27,COc1cccc(NC2CC[NH+](C[C@@H](O)CN3C[C@H](C)O[C@@H](C)C3)CC2)c1,0.13917525773195877,0.7177852764008064
28,CC(C)[C@H](NC(=O)Nc1ccccc1)C(=O)NCc1ccco1,0.15239477503628446,0.08763428530165342
29,O=C(Nc1ccccn1)N1CCC(n2cc[nH+]c2)CC1,0.12181303116147309,0.1951487960782898
30,Cc1cc(C)cc([C@H]2OCC[C@H]2C[NH2+]C(C)C)c1,0.12405446293494705,0.7142591846588555
31,C[C@H]1CSC(NC[C@]2(C)CCCO2)=[NH+]1,0.10314685314685315,0.10650677585457308
32,Cc1ccc(O)c(Cc2ccccc2Cl)c1,0.095703125,0.2403645484116194
33,O=C1CCCC2=C1[C@H](c1ccc([N+](=O)[O-])o1)n1nnnc1N2,0.12398753894080997,0.38244070175650613
34,C=CCS/C(N)=C(C#N)/C(C#N)=C(\N)SCC=C,0.09879032258064516,0.05676539322778642
35,Cc1sc(=O)n(CCC(=O)N(C)[C@@H]2CCCC[C@H]2S(C)(=O)=O)c1C,0.11590038314176246,0.06970865476865405
36,COc1cc([N+](=O)[O-])cc(/C=N/Nc2ccccc2C)c1O,0.10572139303482588,0.22680056972303114
37,CCOC(=O)[C@@H]1CCCN(Cc2nn3c(=O)cc(C)nc3s2)C1,0.13027522935779817,0.12307439342477515
38,Cc1sc2nc(C[NH+](C(C)C)C3CCCC3)nc(N)c2c1C,0.11973807296538821,0.38077335220141445
39,O=C(NCCCc1nc2ccccc2s1)N1CCc2ccccc2C1,0.1087866108786611,0.1874425488587748
40,CCOc1ccc(Br)cc1C(=O)Nc1cccc(OC[C@@H]2CCCO2)c1,0.11619718309859155,0.11442478944408434
41,CCn1nc(C(=O)N2CCN(c3ccccc3)CC2)c2c1CC[NH+](Cc1cc(C)c(OC)cc1C)C2,0.11322132943754565,0.08880463894120715
42,O=C(N[C@@H]1[C@@H]2CCO[C@@H]2C12CCC2)c1cnc([C@H]2CCCO2)s1,0.11707746478873239,0.06305387707886267
43,CCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,0.0967741935483871,0.20611495245257835
44,O=C(C1CCC(F)(F)CC1)N1CCN(c2ncccc2F)CC1,0.13154533844189017,0.1503809827006229
45,O=C(NCc1ccc(F)c(Cl)c1)[C@@H]1CSCN1C(=O)c1c[nH]c2ccccc12,0.11684782608695653,0.11858526357531488
46,Cc1cc(CCNC(=O)Nc2ccccc2F)on1,0.12440944881889764,0.1350997901089661
47,COCCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccc(F)c1,0.11978465679676985,0.12379579190868228
48,CCOC(=O)C(=O)Nc1cc(C)nn1-c1nc([O-])c2c(n1)CCC2,0.09624413145539906,0.11988497995253394
49,CN(C(=O)[C@H]1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1)C1CCCCC1,0.11395348837209303,0.20400273771674018
50,Nc1c(C(=O)Nc2ccc(Cl)cc2)c2ccccc2n1C(=O)c1ccc(F)cc1,0.10538461538461538,0.09493340421694182
51,C[C@@H](NC(=O)c1c(O)cc(Cl)cc1Cl)c1ccc(NC(N)=O)cc1,0.1124546553808948,0.07198811447434783
52,O=C(Cc1ccc(Cl)cc1Cl)NNC(=O)c1ccccc1,0.10673234811165845,0.07381718480301995
53,O=C(COC(=O)C1CC1)Nc1ccc(OC(F)F)cc1,0.10714285714285714,0.14711051556851462
54,C[C@H](CC(=O)O[C@H](C)C1CC1)C(=O)c1cccc(F)c1,0.10416666666666667,0.06874411378525715
55,Cc1ccsc1C[NH+]1CCC(C(=O)NCCc2cccs2)CC1,0.11926605504587157,0.10030545015681755
56,O=C1C[C@@H](c2nc3ccccc3n2C/C=C/c2ccccc2)CN1C1CCCC1,0.12007332722273144,0.10232248506935879
57,COC(=O)Cn1ccc(-c2cccc(-c3cccc(C#N)c3)c2)n1,0.10506329113924051,0.14058384188366602
58,Cc1cccc(NC(=O)C(=O)N/N=C/c2ccccc2F)c1,0.11022364217252396,0.09377443703220036
59,COCCCn1c(C)cc(C2=NN/C(=N\c3ccc(F)cc3)SC2)c1C,0.12096774193548387,0.5356638567883395
60,N#Cc1cc(-c2nc(-c3ccccc3)cs2)c(N)nc1SCC(=O)N1CCCCCC1,0.11707317073170732,0.060161434787651825
61,CC(C)N(CCO)c1ncnc2c1CCCCC2,0.11704545454545455,0.15591048056755158
62,CCc1ccccc1OCC[NH+]1CCC(c2nnc3ccccn23)CC1,0.13009922822491732,0.49287733111262516
63,O=[N+]([O-])C1(Cc2ccccc2)CCCCC1,0.09982788296041308,0.193171540577807
64,O=C1c2ccccc2OCCN1Cc1ccc(C(F)(F)F)cc1,0.10880829015544041,0.7751040906660958
65,CC(C)CNC(=O)N1CCC[C@@H](CC(=O)NCC(C)(C)O)C1,0.13320463320463322,0.08192829046135132
66,O=C(C=C1CCSCC1)N[C@H]1CCC[C@H](C2CC2)C1,0.12092130518234165,0.08592679741460016
67,COCC[NH2+]Cc1ncoc1-c1ccc(C)cc1,0.11838440111420613,0.19002054293087572
68,Cc1ccc(O)c(S(=O)(=O)Nc2ccc(C(N)=O)cc2)c1,0.09379128137384413,0.08827424902448128
69,C[C@@H](NS(=O)(=O)c1cccc(F)c1)c1ccc(-c2cncnc2)cc1,0.08841843088418432,0.07666722659297821
70,CCc1ccc(-n2c([O-])c3[nH]cc(-c4ccccc4)c3nc2=S)cc1,0.11009933774834436,0.31683054885221323
71,CC(=O)N1CC[C@@H](C(=O)N2CC=C(c3ccc(Cl)cc3)CC2)C1,0.1896067415730337,0.2692046781204463
72,C[S@](=O)c1ccc(C(=O)N[C@@H](CO)Cc2c[nH]c3ccccc23)cc1,0.11839080459770115,0.09073728398628488
73,CNC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C(=O)N2CCCC2)cc1,0.11122345803842265,0.07905677675876228
74,CCCNc1ccc([N+](=O)[O-])c(Cc2[nH+]ccn2C)n1,0.10554371002132196,0.15941061432387263
75,O=C(Nc1nnc(C(F)(F)F)s1)NC1CCCCC1,0.1062874251497006,0.1550844338590013
76,CC(C)CS(=O)(=O)N1CCCc2c(NC(=O)OC(C)(C)C)cccc21,0.11007462686567164,0.0580694632726614
77,Cc1cc(C)c(S(=O)(=O)N(C)C(=O)[C@@H](C)NC(=O)C(C)(C)C)c(C)c1,0.10509209100758396,0.051015512235790025
78,CN1C(=O)/C(=C(\SC2=N[C@@H]3[NH+]=c4ccccc4=C3N=N2)C(=O)[O-])c2ccccc21,0.12147777082028804,0.06942181486118344
79,CC(C)OCCCNC(=O)c1sc2ccccc2c1Cl,0.11834319526627218,0.09766732341430508
80,C=C(C)C[NH+]1CCC(NC(=O)c2cccc(F)c2Cl)CC1,0.16053019145802652,0.11524355284349061
81,Cc1cccc(OCC(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)c1C,0.14027149321266968,0.13475098556870843
82,CC(=O)NCCNC(=O)C[NH+](C)CC(=O)[O-],0.10704225352112676,0.2616905955674952
83,Cc1ccc2[nH]nc(C(=O)NCCCCN3C[C@H](C)O[C@@H](C)C3)c2c1,0.12906976744186047,0.08356876744341328
84,COc1ccc(CCNC(=O)N2CC(C)(C)C2(C)C)cc1OC,0.13943661971830987,0.16736418480085502
85,C[C@H]1C[C@H](C)CN(c2cccc(F)c2C(N)=S)C1,0.13618157543391188,0.14779305944875318
86,CCN(C1CCCCC1)[C@H](C[NH3+])CC(=O)NC,0.12300683371298406,0.2188513521128949
87,COc1cc(OC)cc(C(=O)Nc2cc(C)nn2-c2nc(-c3ccc(Cl)cc3)cs2)c1,0.10501930501930502,0.12143438293118314
88,C/C=C(\C)C(=O)Nc1ccccc1N1CC[NH+](CC)CC1,0.1266025641025641,0.11629986851136867
89,CCN1C[C@H](C(=O)N(C)Cc2ccccc2N2CCOCC2)CC1=O,0.13520097442143728,0.24647789253514588
90,COc1ccc(C2=NN(C(=O)COC(=O)c3c(C)noc3N)[C@H](c3ccco3)C2)cc1,0.13234253361641896,0.10405474278395967
91,COc1ccc(C2(C(=O)N3CCOC[C@@H](O)C3)CCCC2)cc1OC,0.1260593220338983,0.1279224687501399
92,O=C(c1ccc(F)c(Cl)c1)N1CCCC[C@H]1CCN1CCOCC1,0.12980132450331125,0.1771478557492096
93,CN(CC[NH+](C)C1CCCCC1)C(=O)CCn1nnc2ccccc2c1=O,0.13257142857142856,0.09545669106062406
94,CC(C)Oc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(N4CCOCC4)c3)CC2)cc1,0.11702127659574468,0.12308081621781759
95,CCCCC1=NC(=O)C2=C3CCCC[C@@H]3SC2=N1,0.12534059945504086,0.06338164261005858
96,COc1cc(OC)c(NC(=O)N(C)Cc2ccc(F)cc2)cc1Cl,0.10120481927710843,0.3930984491479984
97,CC(=O)Nc1nc(C(=O)N2Cc3ccccc3N(C)C[C@@H]2C)cs1,0.10044052863436123,0.1022522489359631
98,Cc1ccccc1CN(C)C(=O)CS(=O)(=O)c1cccc[n+]1[O-],0.11864406779661017,0.08183536426884684
99,COC[C@@](C)(O)CNC(=O)[C@@H]1CC(=O)N(c2ccccc2)C1,0.12702702702702703,0.16957563493865843
100,Cc1noc(C)c1S(=O)(=O)N1CCc2sccc2C1,0.11810344827586207,0.11125068127135944
101,[NH3+][C@H](CC[C@H]1CCOC2(CCOCC2)C1)c1ccccc1,0.1170018281535649,0.12773357841149247
102,CCNS(=O)(=O)[C@@H]1CCN(C(=O)C[C@H](C)c2ccc(C(C)C)cc2)C1,0.11633986928104575,0.07037349677812539
103,N#CCC(=O)Nc1cccc(Br)c1F,0.10357142857142858,0.10901882188156022
104,[NH3+]C1CCN(C(=O)c2cccc(O)c2)CC1,0.1276595744680851,0.26925174911994393
105,Brc1ccc(-c2nnc(C[NH+]3CCN(Cc4nc5ccccc5s4)CC3)o2)s1,0.12374886260236578,0.264413671805044
106,C[C@H]1C[NH+](C)CC[C@@H]1N(C)C(=O)NCCNC(=O)c1ccc(F)cc1,0.1445966514459665,0.15657680515050004
107,COc1cc(C(=O)N2CCCC[C@H]2C(C)C)cc(NC(C)=O)c1OC,0.13399014778325122,0.08585587923031235
108,C[NH2+][C@@H](CSc1ccccc1Cl)Cc1nc(C)cs1,0.10511363636363637,0.11731072208268764
109,CC[C@]1(c2ccc(OC[C@@H]3CCCO3)cc2)Nc2ccccc2C(=O)N1Cc1ccco1,0.1263001485884101,0.0928459933797093
110,Cc1cc(S(N)(=O)=O)sc1C(=O)N1CCC(CCc2ccccc2)CC1,0.11683168316831684,0.05713377776937277
111,COc1ccc(OC)c(CNC(=O)c2cc(-c3ccncc3)nc3ccccc23)c1,0.1064453125,0.16660158098236288
112,CC(C)C[C@H](C[NH3+])C(=O)NCc1ccc(S(C)(=O)=O)cc1,0.11168384879725086,0.0946428816486033
113,C[C@@H]1[NH2+]CC[C@@H]1C(=O)N(C)Cc1ccc2c(c1)OCCO2,0.1366622864651774,0.10804983128559094
114,Cc1ccc(OCC(=O)N[C@@H](C)c2ccc(Br)cc2)c(C)c1,0.10923076923076923,0.09177582176988572
115,Cc1cccc(NC(=O)[C@H](C)n2c(=O)oc3ccccc32)c1,0.12367149758454106,0.11453719870417195
116,CC[C@@](C)([NH3+])c1nc(-c2ccn(C)n2)no1,0.09561304836895389,0.09268170862993218
117,CC[C@H](C)C(=O)NC[C@H]1Cc2cccc(-c3cncnc3)c2O1,0.11455108359133127,0.07731623593018468
118,O=C(Nc1nc2c(s1)CN(C(=O)c1ccc3[nH]ccc3c1)CC2)[C@@H]1CCCO1,0.11746031746031746,0.090867060763167
119,Cc1ccc(-n2nnc(-c3nc(-c4ccc(Cl)cc4)no3)c2N)c(C)c1,0.10401891252955082,0.11026999608541514
120,CC[C@@H]1CN(S(=O)(=O)C[C@@H](C)CCl)CCO1,0.116751269035533,0.07821930314735703
121,CCOC(=O)NC(=O)CSc1nnc(Nc2ccccc2F)s1,0.10314465408805032,0.09191292206528703
122,ClC[C@H]1CCCO[C@H]1c1ccc(Cl)s1,0.09759188846641319,0.12039840313189956
123,O=C(Nc1ccccc1)c1cc2c3c(c1)[C@@H]1C=CC[C@H]1CN3C[C@@H]1CC=C[C@H]21,0.12989493791786055,0.11550282363977811
124,CCc1nn(CC)c(/C=C2\CCc3cc(N)ccc32)c1Br,0.1261180679785331,0.07476374469766177
125,CCC1=NN2C(=NC(=O)C/C2=N\C(C)=O)S1,0.11220472440944881,0.06788353330803992
126,O=C(N[C@@H]1CCCC[C@@H]1Cc1ccccc1)c1ccnc(F)c1,0.10975609756097561,0.1200321830289137
127,Cc1ccncc1NC(=O)N1CCC[C@@H]1C[C@@H](O)c1cccs1,0.11714589989350373,0.19340510261455848
128,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1cccc(-c2nnc3n2CCCCC3)c1,0.10188087774294671,0.08127113252623513
129,Cc1c(Cl)cccc1OCC(=O)NC[C@](C)(O)c1ccccc1,0.12378303198887343,0.12978373098635895
130,C[C@@H](OCC1CC1)C(=O)Nc1cnn(-c2ccccc2F)c1,0.12106537530266344,0.1023265789605093
131,CCC1CCC(C[NH3+])([NH+](C)[C@@H](C)CC)CC1,0.11036036036036036,0.18085585439353039
132,COC(=O)C[C@@H]1CN(C2CCCCCCC2)CCO1,0.137524557956778,0.3905725320727423
133,CCc1n[n-]c(S(=O)(=O)CC(=O)N[C@H]2CCCC[C@@H]2C)n1,0.10987654320987654,0.05972126294943609
134,CCC[C@H]1CCC[C@](O)(Cc2[nH+]ccn2CC)CC1,0.08455284552845528,0.1736755037162737
135,COc1ccc(C(=O)/C=C\c2ccccc2)cc1,0.12896405919661733,0.10396843352008836
136,C[C@H](C[C@H]1CCC[NH2+]1)[NH2+]CCc1ccc([N+](=O)[O-])cc1,0.11153846153846154,0.16147292241187328
137,NC(=O)c1cccc(N2CC(n3cc(C(=O)[O-])nn3)C2)n1,0.1134020618556701,0.16898748444892675
138,CCc1nnc(C[NH+]2CC[C@H](Nc3ccccc3)C2)o1,0.12265512265512266,0.36160814170277494
139,CCn1nc(C)c2[nH]c(=S)n([C@H](C)c3ccccc3F)c21,0.1029517638588913,0.0960703296297901
140,Cc1cc(C)c(NC(=O)C[NH+](CC(F)(F)F)C(C)C)c(C)c1,0.15198618307426598,0.2053974042327927
141,Cc1ccc(CCC2CCN(C(=O)CSc3nc4ncccn4n3)CC2)cc1,0.12911084043848964,0.06975080061712717
142,Cc1c(C(=O)Nc2ccc3c(c2)COC3)cccc1[N+](=O)[O-],0.11071428571428571,0.08968584930391674
143,COc1ccc(-c2n[nH]cc2/C=C(/C#N)c2nc(-c3ccncc3)cs2)cc1,0.10393258426966293,0.08935532367849061
144,Cc1ccc(C(=O)N2CCC[C@H]2c2ccc3c(c2)OCCCO3)cc1C,0.12686567164179105,0.1156048247904836
145,Cc1oc(-c2cccs2)nc1CSCCOc1ccccc1,0.12906846240179573,0.10821769461031511
146,CC(C)n1cc[nH+]c1Cn1nc(C2CC[NH2+]CC2)n(-c2ccccc2)c1=O,0.11983471074380166,0.12897968428094922
147,CN(C)c1ccc([C@@H](CNC(=O)C(=O)Nc2cc(Cl)ccc2C#N)[NH+](C)C)cc1,0.11627906976744186,0.3313940594831126
148,Cc1cc(N2CC[C@H](NC3CCN(C(=O)CC(C)(C)C)CC3)C2=O)n(C)n1,0.11707317073170732,0.12784439394022687
149,COc1ccc(CNC(=O)Cn2nc3c(Sc4ccc(C)cc4C)nccn3c2=O)cc1,0.11480601741884403,0.10604115393559548
150,Cc1ccc(S(=O)(=O)NC[C@H](C)c2ccccc2)cc1,0.09028960817717206,0.07607394539640422
151,COc1cc(/C=N/NC(=O)c2ccc(O)cc2O)ccc1OCc1ccc(Cl)cc1,0.11024643320363164,0.1120912620153426
152,Cc1nn(Cc2ccc(F)cc2)c(Cl)c1CN1CCN([C@H](C)C(N)=O)CC1,0.12306101344364012,0.09580784166106271
153,CC[C@H](C)NC(=O)C[S@@](=O)Cc1nc(-c2ccccc2F)oc1C,0.13604060913705585,0.07421043988015608
154,Cc1ccc(-c2csc(N/N=C3/CCCCCN3)n2)cc1,0.12258064516129032,0.10953875530455115
155,CCc1sc(-c2nnc(CSc3nnc(C4CC4)n3-c3ccccc3)o2)cc1C,0.11229135053110774,0.08351443438429568
156,COCc1nc(C(=O)N2CCn3c(nnc3C(C)C)C2)cs1,0.10357470210815765,0.09256819058901787
157,Cc1c(Cl)cccc1-n1c(SCCNS(C)(=O)=O)nc2ccccc2c1=O,0.12174643157010916,0.06561266051399252
158,COc1ccccc1N1C[C@@H](C(=O)Nc2ccc(F)c(F)c2F)CC1=O,0.12447257383966245,0.5364235334153775
159,CC(C)(C)C[C@H]1CCC[NH+]1Cc1nnc(-c2ccccc2F)o1,0.12298850574712644,0.16450590896999726
160,CC(C)(C)c1nc2cc(NC(=O)[C@@H]3CC(c4cccc(F)c4)=NO3)ccc2o1,0.13648528099910795,0.1014305768559767
161,C[NH2+][C@@H](Cc1cnn(C)c1)C1(N(C)C)CCCCC1,0.10428571428571429,0.12270090709099586
162,[NH3+][C@H]1CCCN(C(=O)N[C@@H]2CCCCC[C@@H]2C(=O)[O-])C1,0.12093023255813953,0.16370270907029566
163,CC[C@@H]1CO/C(=C(\C=C(/Cl)[N+](=O)[O-])[N+](=O)[O-])N1Cc1ccc(Cl)nc1,0.12149532710280374,0.09247774892883023
164,O=C(Nc1cc(-c2ccco2)ccc1F)c1ccc2cc[nH]c2c1,0.1193058568329718,0.6054035780683351
165,CCOc1cc(C(=O)N2CCCC[C@@H]2C)c([N+](=O)[O-])cc1OC,0.1264591439688716,0.12615184519150166
166,CSCC(=O)NNC(=O)c1cccc(-n2cccc2)c1,0.11163522012578617,0.07195497863332886
167,C[C@H]1Oc2ccc(NC(=O)C3=NN(C)C(=O)CC3)cc2NC1=O,0.1134020618556701,0.0726558269500951
168,COc1cc(C[NH+]2C[C@@H](C)CCC[C@@H]2C)cc(OC)c1OCC(N)=O,0.13649025069637882,0.13993382529401843
169,CCCN1C(=O)[C@]2(CC(O)=Nc3[nH]ncc32)c2cc(F)ccc21,0.11783238815374922,0.47228501645086784
170,CCn1nc(C)c(NC(=O)NCCC[NH+]2CCCCC2)c1C,0.13765182186234817,0.07982135342532584
171,CC(C)C(=O)NCCCNC(=O)N[C@@H]1CCCc2ccc(F)cc21,0.12387096774193548,0.07846836653735341
172,O=S(=O)(NC[C@@](O)(Cc1ccccc1)c1cccs1)c1ccccc1Cl,0.10028116213683223,0.06567637637161006
173,C[C@H]1CCCC[C@H]1C[NH+]1CCCN2CCC[C@@H]2C1,0.1118421052631579,0.9745724307103365
174,O=C(CCc1ccncc1)N1C[C@H](CO)[C@H](CN2CCOCC2)C1,0.13781512605042018,0.33828154665705945
175,CCOc1cccc(/C(N)=N/C(=O)Cc2c(C)[nH]c3ccnn3c2=O)c1,0.11129848229342328,0.08592137833013004
176,[NH3+][C@@H]1CC[C@H](Nc2ccc3sccc3c2)C1,0.09700176366843033,0.2136225520644622
177,CSc1ccc(NC(=O)CC2CCC2)cc1F,0.09895833333333333,0.08639789548550261
178,CN(C(=O)c1cccc(Cl)c1Cl)[C@@H]1CCC[C@@H]1S(C)(=O)=O,0.12211221122112212,0.0566071913775926
179,CSCc1ccc(NC(=O)C2C[C@H](C)O[C@@H](C)C2)cc1,0.11480865224625623,0.07632794791319772
180,C=CCOc1ccc(CN2Cc3ccccc3C[C@@H]2c2nnc(C)o2)cc1Cl,0.1112158341187559,0.13935374977250498
181,C=CCn1c(C)c(C)n2c3c(=O)n([C@@H](C)C(C)=O)c(=O)n(C)c3nc12,0.11772853185595568,0.06722285738485942
182,CN1C(=O)c2ccc(C(=O)N[C@H]3[C@H]4CCO[C@@H]4C3(C)C)cc2C1=O,0.11630321910695743,0.07070441179267571
183,CCCC(=O)N1CCC(C(=O)N(Cc2ccc(C)o2)C(C)C)CC1,0.1776416539050536,0.08002323234481434
184,Cc1noc(C)c1[C@H](C)NC(=O)CCSCc1ccccn1,0.12545235223160434,0.08147378251078896
185,O=C(c1cc2sccc2n1C1CCCC1)N1CCCCC1,0.11979609175870858,0.23585912511831283
186,CC(C)[C@@H](C)[NH+]1Cc2cccc(NCC(=O)Nc3ccc(C#N)c(Cl)c3)c2C1,0.12284730195177956,0.15960421983981005
187,O=C(C[C@H]1CSc2nccc(=O)n21)NCc1cc(-c2ccc(Cl)cc2)on1,0.12149532710280374,0.08225024158952211
188,O=C(Nc1ccnn1C1CC[NH+](Cc2ccccc2OC(F)F)CC1)c1cccc(F)c1,0.11725452812202097,0.13974994263264856
189,Cc1nc2c3ccccc3nn2c(C)c1CC(=O)N[C@H]1CCS(=O)(=O)C1,0.12121212121212122,0.06026859301161556
190,CCOC(=O)c1c(C)[nH]c(C(=O)Nc2c(C)cc(C)nc2Cl)c1C,0.1147811725846408,0.09028721718093513
191,CCCc1nnc(C(=O)N(C)Cc2cnc3ccccn23)o1,0.12085561497326203,0.10349489852946168
192,COCCOc1ccc2c(c1)NC(=O)C[C@@H]2[C@@H]1[NH+]=c2ccccc2=C1C,0.11505791505791506,0.15136387937146453
193,CCN(Cc1ccc(OC)c(F)c1)C(=O)c1n[nH]c(=O)c2ccccc12,0.1100196463654224,0.11394816725767784
194,CCCSc1ncc(Cl)c(C(=O)N(Cc2ccco2)[C@H]2CCS(=O)(=O)C2)n1,0.13275109170305677,0.0625828479564103
195,N#CC1=C(N)Oc2c(c(=O)[nH]c3ccccc23)[C@H]1c1cc([N+](=O)[O-])ccc1Cl,0.11776187378009109,0.09730006903439897
196,CCCc1nnc(NC(=O)CSC2=N[C@@H]3[NH+]=c4ccccc4=C3N=N2)s1,0.11014948859166011,0.07427110706878233
197,CC(C)c1ccc(C(=O)N2CCN(Cn3nc(C(C)(C)C)[nH]c3=S)CC2)cc1,0.109375,0.08317674617725912
198,CC[C@@H](NC(=O)NCc1scnc1C)C(C)(C)c1ccccc1,0.11553273427471117,0.0725404138967412
199,Cc1ccc(C2=NN(C(=O)CSc3nnc(C(F)(F)F)n3N)[C@H](c3ccco3)C2)cc1,0.12729948491537896,0.10169010996565112
200,CCNC(=O)Cc1c2c(n(CC(C)C)c1C)CC(C)(C)CC2=O,0.11582381729200653,0.09071152121588272
201,CC(C)c1ccc(S(=O)(=O)Nc2cc(C(=O)NC3CCCC3)ccc2N2CC[NH2+]CC2)cc1,0.11372549019607843,0.08143207754483589
202,CN(C)C(=O)c1ccc(C[NH+]2CCC[C@H](n3cccn3)C2)[nH]1,0.13404507710557534,0.9528650986000982
203,CO[C@](C)(C(=O)Nc1cccc(Oc2cnccn2)c1)c1ccccc1,0.11822125813449023,0.16950100598847054
204,CCNS(=O)(=O)[C@@H]1CCN(C(=O)CO[C@@H]2CCC[C@H](C)C2)C1,0.11315789473684211,0.08549113674914309
205,Cc1cc2oc(-c3ccccc3)cc(=O)c2cc1Cl,0.1130952380952381,0.15046947303167987
206,O=C(Nc1cnc2ccccc2c1)c1cc(F)cc(F)c1,0.10975609756097561,0.16179954751138548
207,C[C@@H](CC1CCOCC1)[NH2+][C@H]1CCN(c2ccccn2)C1,0.11731044349070101,0.37738099101757766
208,Cc1nn(C)c2c1[nH]c(=S)n2[C@@H]1CC[C@H](C)[C@H](C)C1,0.10182119205298014,0.11161834206356196
209,O=C(N/N=C\C=C/c1ccccc1)C1CCCCC1,0.13973799126637554,0.09364480469392711
210,CN(CCNC(=O)c1cnc(-c2ccncc2)nc1)S(C)(=O)=O,0.09559939301972686,0.057311648133990055
211,Cc1ncn(CC(C)(C)C(=O)NN)c(=O)c1Br,0.10606060606060606,0.09416608165988434
212,CCC1(CNC(=O)NCc2cc[nH]n2)CCC1,0.11198428290766209,0.08036202772039928
213,COc1ccc(-c2cnc3c(c2)CN(C(=O)c2ccc4c(c2)OCCO4)CC3)cc1OC,0.1102629346904156,0.15899502425071607
214,COCCN1CC[NH+](CC2(CS(C)(=O)=O)CCC2)CC1=O,0.12603648424543948,0.11812127404897463
215,Cc1cc(=O)[nH]c(SCC[C@H](C)CCS)n1,0.08037383177570094,0.09165418947633928
